customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,good_bad_flag
8a858e2159f3c9030159f4336f1925f4,301966113,9,2017-07-06 09:53:35.000000,2017-07-06 08:53:30.000000,20000.0000,24500.0000,30,,Bad
8a858e285ba4bf33015ba50277171d93,301977500,5,2017-07-14 12:22:54.000000,2017-07-14 11:22:48.000000,20000.0000,24500.0000,30,8a8589f35451855401547fc55caa6cd5,Good
8a858e36590808e3015917a6dae57137,301974240,5,2017-07-12 09:35:08.000000,2017-07-12 08:35:00.000000,10000.0000,13000.0000,30,,Good
8a858e4f5929c3df01595086e6cd773f,301963420,2,2017-07-04 15:48:02.000000,2017-07-04 14:47:56.000000,10000.0000,13000.0000,30,,Good
8a858e5b5bd99460015be7d577b04e0d,301968078,3,2017-07-07 14:36:07.000000,2017-07-07 13:36:00.000000,10000.0000,13000.0000,30,,Good
8a858e675c3fe0a1015c415368c24fb1,301985381,3,2017-07-19 10:56:41.000000,2017-07-19 09:56:35.000000,10000.0000,11500.0000,15,,Good
8a858e6d58b0cc520158b4bcc7f61ef2,301995445,2,2017-07-25 15:06:23.000000,2017-07-25 14:06:16.000000,10000.0000,13000.0000,30,,Good
8a858e705b3a03c7015b3d4d6eca680c,301971278,2,2017-07-10 12:03:48.000000,2017-07-10 11:02:39.000000,10000.0000,13000.0000,30,,Good
8a858e785c8d9167015c9b1641a0092e,301961983,2,2017-07-03 19:32:53.000000,2017-07-03 18:32:48.000000,10000.0000,13000.0000,30,,Good
8a858e8d5bf2d0c1015bf34ffdc94e1a,301986715,2,2017-07-20 02:41:07.000000,2017-07-20 01:41:00.000000,10000.0000,13000.0000,30,,Bad
8a858e935b496584015b496cdac50369,301981004,5,2017-07-16 23:20:04.000000,2017-07-16 22:18:52.000000,10000.0000,11500.0000,15,,Bad
8a858e985885ff6d0158aa2ce6772cff,301995957,7,2017-07-25 21:05:16.000000,2017-07-25 20:05:10.000000,10000.0000,13000.0000,30,,Good
8a858eae5a42129d015a421fa6270603,301974774,7,2017-07-12 15:20:19.000000,2017-07-12 14:20:12.000000,20000.0000,22250.0000,15,,Good
8a858eb85cef9327015cf30509cf2230,302002829,2,2017-07-29 22:37:14.000000,2017-07-29 21:37:07.000000,10000.0000,11500.0000,15,,Good
8a858ec05a9535db015a9b7e03650141,301993972,7,2017-07-24 18:16:54.000000,2017-07-24 17:16:47.000000,30000.0000,39000.0000,60,,Bad
8a858ec75bfd77c4015bff1610173ed1,301990553,2,2017-07-22 10:48:25.000000,2017-07-22 09:48:06.000000,10000.0000,13000.0000,30,,Bad
8a858ed75732b68101574d1614f23803,301987107,7,2017-07-20 09:31:31.000000,2017-07-20 08:31:19.000000,20000.0000,24500.0000,30,,Good
8a858ede5ca210f0015ca6e7144b3d34,301986033,2,2017-07-19 16:29:41.000000,2017-07-19 15:29:34.000000,10000.0000,13000.0000,30,,Good
8a858ee1578e399501579186cb2d6283,301958506,10,2017-07-01 03:18:24.000000,2017-07-01 02:18:17.000000,40000.0000,48000.0000,60,,Good
8a858f2a5b3f2121015b41d14e202aba,301997972,6,2017-07-26 23:18:31.000000,2017-07-26 22:18:24.000000,10000.0000,13000.0000,30,,Good
8a858f30551130db0155130b0d0652c4,301996390,9,2017-07-26 08:13:11.000000,2017-07-26 07:13:04.000000,40000.0000,48000.0000,60,,Bad
8a858f385b34d285015b34e6dbbb1309,301964795,9,2017-07-05 12:42:06.000000,2017-07-05 11:41:51.000000,30000.0000,34500.0000,30,,Good
8a858f3e589c40610158a57d427715a6,302001054,12,2017-07-28 17:42:50.000000,2017-07-28 16:42:40.000000,10000.0000,10000.0000,15,,Good
8a858f4c5bb597f6015bbdbff82d4971,301970897,5,2017-07-10 07:31:50.000000,2017-07-10 06:31:45.000000,20000.0000,24500.0000,30,8a858f1e5aec5791015aef876abb0dbc,Bad
8a858f5e5566567d0155777b44e00cfa,301991783,6,2017-07-23 11:45:19.000000,2017-07-23 10:45:12.000000,20000.0000,24500.0000,30,,Good
8a858f655baa9ae1015baf6547472776,301966558,3,2017-07-06 14:36:12.000000,2017-07-06 13:36:07.000000,10000.0000,13000.0000,30,,Good
8a858f735aec46c4015af02a90835ac8,302000214,8,2017-07-28 10:14:02.000000,2017-07-28 09:13:56.000000,30000.0000,34500.0000,30,,Good
8a858f7b5763d88001576be2678d67c6,302000179,12,2017-07-28 09:56:12.000000,2017-07-28 08:55:03.000000,45000.0000,49500.0000,60,,Good
8a858f7e5c213ef4015c2a8b9fe20181,301989160,4,2017-07-21 11:58:55.000000,2017-07-21 10:58:48.000000,20000.0000,24500.0000,30,,Good
8a858f8e59d0b8930159d10900473713,301972924,5,2017-07-11 12:26:26.000000,2017-07-11 11:26:21.000000,20000.0000,24500.0000,30,,Good
8a858f925d3c3cad015d3c4541e2059f,301997236,2,2017-07-26 15:43:22.000000,2017-07-26 14:43:15.000000,10000.0000,13000.0000,30,,Good
8a858f9c56aaf37d0156b7221dc522d4,301985641,8,2017-07-19 13:14:39.000000,2017-07-19 12:14:31.000000,40000.0000,48000.0000,60,,Bad
8a858f9f5bd99987015be7d0e0f4085f,301998548,5,2017-07-27 11:03:22.000000,2017-07-27 10:03:14.000000,20000.0000,24500.0000,30,8a858fa75b5c94ed015b5c9d50890bb4,Good
8a858fa25c120898015c16abe1cb45f4,301995617,3,2017-07-25 16:56:15.000000,2017-07-25 15:56:08.000000,10000.0000,13000.0000,30,8a8589ac53a917ed0153a9f9e614244b,Good
8a858fa45bd95e9a015be29a6b136061,301999166,3,2017-07-27 16:58:34.000000,2017-07-27 15:58:29.000000,10000.0000,13000.0000,30,,Bad
8a858fad5ccb633e015ccb8973e511bc,301990839,2,2017-07-22 14:33:54.000000,2017-07-22 13:33:46.000000,10000.0000,11500.0000,15,,Good
8a858fb75b5894aa015b589fd7720a85,301960339,4,2017-07-02 21:11:45.000000,2017-07-02 20:11:40.000000,20000.0000,24500.0000,30,8a858e705b3a03c7015b3ceed0d531fb,Good
8a858fc45c5f93be015c61e0e5e55e38,301981333,3,2017-07-17 08:52:06.000000,2017-07-17 07:52:00.000000,10000.0000,11500.0000,15,,Good
8a858fcd56b9f22c0156bc268ef56102,301966180,2,2017-07-06 10:35:23.000000,2017-07-06 09:35:10.000000,10000.0000,11500.0000,15,,Good
8a858fd3552c75620155563fb5241458,301959335,9,2017-07-01 19:34:10.000000,2017-07-01 18:33:02.000000,30000.0000,34500.0000,30,,Good
8a858fe45cd62cbf015ce8f815230bc2,301976498,2,2017-07-13 18:19:17.000000,2017-07-13 17:19:08.000000,10000.0000,13000.0000,30,8a858fe45cd62cbf015ce67f3f26051a,Good
8a858fe95afc0665015affd8827a642b,301962280,4,2017-07-03 22:25:09.000000,2017-07-03 21:24:04.000000,10000.0000,11500.0000,15,,Good
8a858ff25c8250c1015c827e15821e4e,301975985,3,2017-07-13 12:36:35.000000,2017-07-13 11:36:29.000000,10000.0000,13000.0000,30,,Good
8a858ffd5c8d343d015c98e84c9c2a13,301993778,2,2017-07-24 16:36:45.000000,2017-07-24 15:36:35.000000,10000.0000,11500.0000,15,,Good
8a858e0156b782a10156beb5c215582e,301998317,2,2017-07-27 08:38:21.000000,2017-07-27 07:38:13.000000,10000.0000,11500.0000,15,,Bad
8a858e4b5cb1e4d7015cbf51622434f2,301978168,2,2017-07-14 18:42:06.000000,2017-07-14 17:42:00.000000,10000.0000,13000.0000,30,,Bad
8a858e885c9c6f96015ca07a1fe371fd,301968929,2,2017-07-08 08:29:06.000000,2017-07-08 07:29:00.000000,10000.0000,13000.0000,30,8a858f475c7ea023015c81ad999a0386,Bad
8a858f0c5cc68025015cca6d2f6873fd,301997903,2,2017-07-26 22:27:10.000000,2017-07-26 21:27:03.000000,10000.0000,13000.0000,30,,Bad
8a858f585cf9d48b015d0a258b75758a,301988443,2,2017-07-20 22:20:34.000000,2017-07-20 21:20:28.000000,10000.0000,11500.0000,15,,Bad
8a858fb15b34a708015b360a67c61f3a,301965700,2,2017-07-05 22:59:49.000000,2017-07-05 21:59:42.000000,10000.0000,13000.0000,30,,Bad
8a858fe756939bbb0156b42e72185f25,301959387,11,2017-07-01 21:13:25.000000,2017-07-01 20:01:44.000000,40000.0000,48000.0000,60,,Bad
8a85880353acff880153b23e3c742a08,301965489,12,2017-07-05 20:03:56.000000,2017-07-05 19:03:48.000000,40000.0000,44000.0000,30,,Good
8a85886f54517ee0015470749d3c3ce7,301979680,22,2017-07-15 20:48:14.000000,2017-07-15 19:48:08.000000,50000.0000,52500.0000,30,,Good
8a8588fd53c244bc0153c8251f132fd7,301979233,7,2017-07-15 14:33:13.000000,2017-07-15 13:33:07.000000,10000.0000,13000.0000,30,,Bad
8a85893d53f104eb01540e7f589775c3,301988935,2,2017-07-21 09:45:59.000000,2017-07-21 08:45:51.000000,10000.0000,13000.0000,30,,Good
8a85896653f0fed201540f40a3a45c14,301974587,5,2017-07-12 13:19:22.000000,2017-07-12 12:19:16.000000,20000.0000,24500.0000,30,,Good
8a8589c1545181f3015454b4cdd9002b,301981324,7,2017-07-17 08:47:02.000000,2017-07-17 07:46:54.000000,10000.0000,10750.0000,15,,Good
8a858e005ca7abe3015ca9c692843861,301960017,2,2017-07-02 15:05:16.000000,2017-07-02 14:05:09.000000,10000.0000,13000.0000,30,8a858e215ca77c7f015ca871c384393d,Good
8a858e035693e0290156b6bd3b483170,301970232,5,2017-07-09 13:53:16.000000,2017-07-09 12:53:11.000000,30000.0000,34500.0000,30,,Good
8a858e0a5668e69c01566f643ad645a9,301977841,10,2017-07-14 15:11:26.000000,2017-07-14 14:11:18.000000,20000.0000,24500.0000,30,,Good
8a858e1d5cd58f9e015cd8c747ad7d06,301990954,2,2017-07-22 16:03:53.000000,2017-07-22 15:03:47.000000,10000.0000,11500.0000,15,8a858e4b5c831f02015c83bd0d353711,Good
8a858e245c214660015c270224c83207,301986086,2,2017-07-19 16:58:53.000000,2017-07-19 15:58:44.000000,10000.0000,11500.0000,15,,Good
8a858e345bd96da8015bd9def9c624f6,301966765,3,2017-07-06 16:27:35.000000,2017-07-06 15:27:29.000000,10000.0000,13000.0000,30,,Good
8a858e455c1bf763015c1c4eab062420,301967549,3,2017-07-07 08:51:13.000000,2017-07-07 07:51:08.000000,10000.0000,13000.0000,30,8a858f2c585375f00158678b108144f8,Good
8a858e5856b7840c0156b8f1f61f5f52,301972496,9,2017-07-11 07:32:37.000000,2017-07-11 06:31:28.000000,30000.0000,34500.0000,30,,Good
8a858e5f5af1e7e7015af206af7b09d8,301983453,4,2017-07-18 10:23:18.000000,2017-07-18 09:23:11.000000,20000.0000,24500.0000,30,,Good
8a858e6c5bd3fbff015bd5736e545cd2,301988330,3,2017-07-20 21:06:30.000000,2017-07-20 20:06:24.000000,10000.0000,11500.0000,15,,Good
8a858e6f5668e01701568cf7ba8e39da,301997001,2,2017-07-26 13:36:41.000000,2017-07-26 12:35:28.000000,10000.0000,13000.0000,30,,Good
8a858e725c360240015c3797bd734cf7,301980264,2,2017-07-16 12:36:48.000000,2017-07-16 11:36:41.000000,10000.0000,13000.0000,30,,Good
8a858e885b68546c015b789214a9131c,302003192,3,2017-07-30 09:56:12.000000,2017-07-30 08:55:03.000000,10000.0000,13000.0000,30,,Good
8a858e8e5ca1f1a8015ca6a8cfcb31f4,301982513,2,2017-07-17 18:56:11.000000,2017-07-17 17:56:05.000000,10000.0000,13000.0000,30,,Good
8a858e935cedfe55015cee2ad92f236f,302000586,2,2017-07-28 13:26:22.000000,2017-07-28 12:26:17.000000,10000.0000,13000.0000,30,,Good
8a858ea45b35639b015b364dc0f72463,301996200,6,2017-07-26 02:34:52.000000,2017-07-26 01:33:39.000000,30000.0000,34500.0000,30,,Good
8a858eb4588604f701589223c5ab045f,301970935,7,2017-07-10 08:10:52.000000,2017-07-10 07:10:38.000000,10000.0000,13000.0000,30,,Good
8a858eba5c884d2a015c936df7c60af3,301984186,2,2017-07-18 16:18:09.000000,2017-07-18 15:18:02.000000,10000.0000,11500.0000,15,8a858fa4552add9f0155467c89c31293,Good
8a858ec35a428dcc015a4667481262fe,302001533,10,2017-07-29 00:35:58.000000,2017-07-28 23:35:50.000000,25000.0000,28750.0000,30,,Good
8a858fe65675195a015679452588279c,301973257,10,2017-07-11 15:36:56.000000,2017-07-11 14:35:45.000000,40000.0000,48000.0000,60,,Good
8a858ff25a6a19ee015a6acc4a986c80,301960046,6,2017-07-02 15:36:48.000000,2017-07-02 14:36:43.000000,20000.0000,24500.0000,30,,Good
8a858ff9580b881201581f5624ee7a1b,301971856,2,2017-07-10 17:20:50.000000,2017-07-10 16:20:44.000000,10000.0000,13000.0000,30,,Bad
8a8588b75438f499015444b1adf70876,301967018,10,2017-07-06 19:33:30.000000,2017-07-06 18:33:24.000000,30000.0000,34500.0000,30,,Bad
8a858e1c5bab1191015baca490325254,301961775,3,2017-07-03 18:14:58.000000,2017-07-03 17:14:53.000000,10000.0000,13000.0000,30,,Bad
8a858e6f5668e01701568392953a495d,301977173,6,2017-07-14 09:37:40.000000,2017-07-14 08:37:33.000000,30000.0000,34500.0000,30,,Bad
8a858ed75bb64559015bbdf931c10be3,301986353,4,2017-07-19 19:37:25.000000,2017-07-19 18:37:19.000000,10000.0000,11500.0000,15,8a858fb85b81c658015b81c9ff880479,Bad
8a858f295c8d307f015c95b5b13724f7,301965329,2,2017-07-05 18:23:36.000000,2017-07-05 17:23:29.000000,10000.0000,13000.0000,30,,Bad
8a858f685a384e25015a39302e0d48a9,301974796,4,2017-07-12 15:35:12.000000,2017-07-12 14:35:06.000000,10000.0000,11500.0000,15,,Bad
8a858fc959bc56c80159c034e75a05be,301960918,2,2017-07-03 11:58:18.000000,2017-07-03 10:58:13.000000,10000.0000,11500.0000,15,,Bad
8a858fee580afd2b01580c5b0ff97399,301999823,3,2017-07-28 04:50:43.000000,2017-07-28 03:50:37.000000,10000.0000,13000.0000,30,,Bad
8a85882653e2eb990153e7a9eda325a7,301996404,5,2017-07-26 08:21:43.000000,2017-07-26 07:21:35.000000,10000.0000,11125.0000,15,,Good
8a8588dd54be35520154bf9790ea4a55,301997478,2,2017-07-26 18:00:26.000000,2017-07-26 16:59:14.000000,10000.0000,11500.0000,15,,Bad
8a858928548fb121015495dafe41016b,301976168,10,2017-07-13 14:25:54.000000,2017-07-13 13:25:46.000000,20000.0000,22000.0000,30,,Good
8a85898a53d0af400153d7dc5cc22b9f,301962779,10,2017-07-04 09:49:08.000000,2017-07-04 08:49:01.000000,20000.0000,22000.0000,30,,Good
8a858e0256b781d80156b8f2d33c4f27,301972261,5,2017-07-10 22:51:06.000000,2017-07-10 21:51:00.000000,15000.0000,18375.0000,30,,Good
8a858e0c552ae0b8015543cb7d1a5cbd,301975053,11,2017-07-12 18:56:13.000000,2017-07-12 17:55:02.000000,30000.0000,34500.0000,30,,Good
8a858e105bd92644015be812e5683388,301975204,4,2017-07-12 21:14:29.000000,2017-07-12 20:14:21.000000,30000.0000,39000.0000,60,8a858f8e5b8c34d3015b8cb7246e3f40,Good
8a858e1d5c5a460c015c5a51775a0613,301958966,2,2017-07-01 13:41:58.000000,2017-07-01 12:41:52.000000,10000.0000,13000.0000,30,8a858eac5c451942015c5635a22f58f6,Bad
8a858e325d3245ec015d328e6b0b1fcc,301995397,2,2017-07-25 14:33:43.000000,2017-07-25 13:33:34.000000,10000.0000,11500.0000,15,8a858ee65be8d42d015be8ed0ebb0f5f,Good
8a858e3d5c3b5122015c43f776bd4a3a,301967031,3,2017-07-06 19:47:07.000000,2017-07-06 18:47:01.000000,20000.0000,24500.0000,30,8a858f2c585375f00158688cf76b3db7,Good
8a858e585693982b015699e7c57e03e2,301981320,3,2017-07-17 08:43:55.000000,2017-07-17 07:42:43.000000,10000.0000,11500.0000,15,,Good
8a858e5e57adcb8e0157b5023bf2676e,301995466,3,2017-07-25 15:16:55.000000,2017-07-25 14:16:46.000000,10000.0000,13000.0000,30,,Good
8a858e675c3fe0a1015c55131ebd5fa6,301966846,2,2017-07-06 17:15:21.000000,2017-07-06 16:15:15.000000,10000.0000,13000.0000,30,,Good
8a858e6a5bfd4b54015c0dc45b31270b,301966741,3,2017-07-06 16:14:22.000000,2017-07-06 15:14:15.000000,10000.0000,13000.0000,30,8a858e945bfdb9e7015c040d93016282,Good
8a858e705b3a03c7015b3ceed0d531fb,301964676,4,2017-07-05 11:37:00.000000,2017-07-05 10:36:53.000000,20000.0000,24500.0000,30,,Good
8a858e7d595026f80159636aa36f487b,301958963,6,2017-07-01 13:40:44.000000,2017-07-01 12:40:38.000000,10000.0000,11500.0000,15,,Bad
8a858e8d56b784480156cc1a80f60132,301995438,12,2017-07-25 15:02:11.000000,2017-07-25 14:02:05.000000,40000.0000,44000.0000,30,,Good
8a858e9d5bfd7037015c07cdd6f1278d,301999007,3,2017-07-27 15:52:31.000000,2017-07-27 14:52:25.000000,10000.0000,13000.0000,30,,Good
8a858eab5cf9c4c8015cfa0b1d8e1c67,301975249,2,2017-07-12 21:54:39.000000,2017-07-12 20:54:32.000000,10000.0000,11500.0000,15,,Good
8a858eb85cef9327015cf2b1db7c052c,301991268,2,2017-07-22 20:59:56.000000,2017-07-22 19:59:47.000000,10000.0000,13000.0000,30,,Good
8a858ebc572e1e3a01572f517e505dc4,301990926,8,2017-07-22 15:46:08.000000,2017-07-22 14:46:01.000000,20000.0000,24500.0000,30,,Bad
8a858ec55ca7919d015cab70e8954f34,301964266,2,2017-07-05 07:20:06.000000,2017-07-05 06:20:00.000000,10000.0000,13000.0000,30,8a858e885b68546c015b75b3b5255a0e,Good
8a858ec95afc0922015b0a6d75655b14,301980625,4,2017-07-16 17:21:55.000000,2017-07-16 16:20:42.000000,20000.0000,22250.0000,15,,Good
8a858ed45c454c11015c53de37e71789,301977222,3,2017-07-14 10:03:10.000000,2017-07-14 09:03:04.000000,10000.0000,11000.0000,15,8a858fbf5c1ba55b015c1bbf2fcf1184,Good
8a858eda5c8863ff015c8c2578833357,301966806,2,2017-07-06 16:54:12.000000,2017-07-06 15:53:55.000000,10000.0000,13000.0000,30,8a858f475c7ea023015c7ef5a10311c0,Good
8a858edf57f78fed0157fdd279342ccf,301973092,5,2017-07-11 14:09:28.000000,2017-07-11 13:09:23.000000,20000.0000,22250.0000,15,,Good
8a858ee55c830000015c867880563fc3,301961432,2,2017-07-03 16:31:05.000000,2017-07-03 15:30:59.000000,10000.0000,13000.0000,30,,Good
8a858eef55548905015574ae2dcb526f,301994698,14,2017-07-25 07:45:17.000000,2017-07-25 06:45:09.000000,20000.0000,21000.0000,30,,Good
8a858efd5ca70688015cabd1f1e94b55,301997763,2,2017-07-26 21:03:17.000000,2017-07-26 20:03:09.000000,10000.0000,11500.0000,15,,Good
8a858f045556eaa40155698324e4555e,301971075,10,2017-07-10 09:52:41.000000,2017-07-10 08:52:35.000000,40000.0000,44000.0000,30,,Good
8a858f0b5d36a8e1015d36cd984b1990,301999160,2,2017-07-27 16:55:48.000000,2017-07-27 15:55:41.000000,10000.0000,13000.0000,30,8a858eda552adcc2015548f0eb523fc3,Good
8a858f115cea8545015cee1518b54081,301991568,2,2017-07-23 08:13:52.000000,2017-07-23 07:13:42.000000,10000.0000,13000.0000,30,,Good
8a858f1955b1c4df0155d4ad1adb462c,301993514,2,2017-07-24 14:31:01.000000,2017-07-24 13:30:54.000000,10000.0000,11500.0000,15,,Good
8a858f255c78552d015c78e0f386678f,301974578,2,2017-07-12 13:15:21.000000,2017-07-12 12:15:13.000000,10000.0000,11500.0000,15,8a858fca5c35df2c015c39f8efd26149,Good
8a858f2756cec0a30156cfd1af1c0216,301966835,7,2017-07-06 17:10:03.000000,2017-07-06 16:09:57.000000,30000.0000,34500.0000,30,,Good
8a858f2c58dc6e680158e2d0956179ca,301971914,4,2017-07-10 17:53:52.000000,2017-07-10 16:53:47.000000,10000.0000,11500.0000,15,,Bad
8a858f305c8dd672015c9bc5e91c1812,301971114,2,2017-07-10 10:17:51.000000,2017-07-10 09:17:46.000000,10000.0000,11500.0000,15,,Good
8a858f395b3968f6015b3970a22f0ba7,301972614,4,2017-07-11 09:06:56.000000,2017-07-11 08:05:48.000000,10000.0000,13000.0000,30,,Good
8a858f4156939c3c01569eb58e93629a,301989247,9,2017-07-21 12:57:12.000000,2017-07-21 11:56:55.000000,10000.0000,11500.0000,15,,Good
8a858f525bedff8d015bef8f8f9b6e4a,301974754,3,2017-07-12 15:07:52.000000,2017-07-12 14:07:46.000000,10000.0000,13000.0000,30,,Good
8a858f585cf9d48b015cff6828b66435,302000134,2,2017-07-28 09:28:47.000000,2017-07-28 08:28:41.000000,10000.0000,11500.0000,15,,Good
8a858f5f5b39bb0c015b3cb38312659c,301970902,3,2017-07-10 07:36:35.000000,2017-07-10 06:36:16.000000,10000.0000,13000.0000,30,,Good
8a858f6e5a951fc2015a9b293e631f3d,301969350,7,2017-07-08 15:10:56.000000,2017-07-08 14:10:48.000000,30000.0000,39000.0000,60,,Good
8a858f78550ba104015514abf59e56b3,301966083,11,2017-07-06 09:39:14.000000,2017-07-06 08:39:06.000000,40000.0000,44000.0000,30,,Good
8a858f7d5cf9aef9015d0abb2c974494,301992946,2,2017-07-24 09:35:40.000000,2017-07-24 08:35:32.000000,10000.0000,11500.0000,15,,Good
8a858f9158be26030158cca6f4aa5f6e,301965334,9,2017-07-05 18:26:23.000000,2017-07-05 17:26:18.000000,20000.0000,22250.0000,15,,Bad
8a858ece5862630201586ef7d4c74e4d,301991246,9,2017-07-22 20:33:58.000000,2017-07-22 19:33:39.000000,30000.0000,34500.0000,30,,Good
8a858eda5c8863ff015c9e0131d10bbd,301972855,2,2017-07-11 11:45:25.000000,2017-07-11 10:45:20.000000,10000.0000,13000.0000,30,,Good
8a858ee055ffbe1701560850839a7c49,301985274,7,2017-07-19 09:57:55.000000,2017-07-19 08:57:47.000000,10000.0000,11500.0000,15,,Good
8a858ee55830c4b901583188b0290def,301999809,10,2017-07-28 04:22:29.000000,2017-07-28 03:22:23.000000,30000.0000,39000.0000,60,,Good
8a858ee758a4dfbc0158a5b0d9db0be8,301976577,9,2017-07-13 19:39:53.000000,2017-07-13 18:38:42.000000,30000.0000,39000.0000,60,,Good
8a858ef255c55fd60155c8f865611d5e,301993611,4,2017-07-24 15:09:39.000000,2017-07-24 14:09:25.000000,20000.0000,24500.0000,30,,Good
8a858ef7599330e0015993c3e1af2ecc,301999779,7,2017-07-28 03:01:12.000000,2017-07-28 02:00:07.000000,20000.0000,24500.0000,30,,Good
8a858eff5b393484015b3935d76e0181,301999910,6,2017-07-28 07:13:32.000000,2017-07-28 06:12:20.000000,30000.0000,34500.0000,30,,Good
8a858f0455d9feaf0155e8d773b53966,301985589,9,2017-07-19 12:56:22.000000,2017-07-19 11:56:16.000000,30000.0000,39000.0000,60,,Bad
8a858f0a56ffda56015709a71f9c02c7,301993020,14,2017-07-24 10:16:22.000000,2017-07-24 09:16:07.000000,40000.0000,44000.0000,30,,Good
8a858f155554552501555685429f4905,302000363,15,2017-07-28 11:34:59.000000,2017-07-28 10:34:53.000000,30000.0000,34500.0000,30,,Good
8a858f1e5add5268015ae7ca38b245d2,301958534,5,2017-07-01 05:10:45.000000,2017-07-01 04:09:39.000000,20000.0000,24500.0000,30,,Good
8a858f275c451af5015c4e29f5373134,301999183,3,2017-07-27 17:07:42.000000,2017-07-27 16:06:35.000000,10000.0000,13000.0000,30,8a858e5b5bd99460015bd9e9ee2e18f4,Good
8a858f2c58dc6e680158e4e62c3b0ccd,301994296,2,2017-07-24 21:38:02.000000,2017-07-24 20:37:54.000000,10000.0000,13000.0000,30,,Bad
8a858f2f54e28d530154f1ba3a8f37c9,301998266,13,2017-07-27 08:10:25.000000,2017-07-27 07:09:14.000000,30000.0000,34500.0000,30,,Good
8a858f335c8d9723015c9d6671a90a47,301964448,2,2017-07-05 09:30:18.000000,2017-07-05 08:30:12.000000,10000.0000,13000.0000,30,8a858f5b5bee1b11015bee3c86711191,Good
8a858f3d5bfc954e015bfcc137851d9d,301987308,5,2017-07-20 11:25:22.000000,2017-07-20 10:25:14.000000,20000.0000,24500.0000,30,8a8588dd54be35520154c9ffe1f03738,Good
8a858f475c7ea023015c7ed3b27b0ccf,301995876,2,2017-07-25 20:03:50.000000,2017-07-25 19:03:44.000000,10000.0000,13000.0000,30,,Good
8a858f555cacacdf015cb000734204fa,301978629,2,2017-07-15 05:30:14.000000,2017-07-15 04:30:07.000000,10000.0000,11500.0000,15,8a858ffd5c8d343d015c8eae471c7b48,Good
8a858f585bfd6341015c005942497b6c,301987130,5,2017-07-20 09:44:16.000000,2017-07-20 08:44:07.000000,20000.0000,24500.0000,30,,Good
8a858f5e5bedf32a015bf2003648194a,301970844,3,2017-07-10 06:04:56.000000,2017-07-10 05:04:51.000000,10000.0000,13000.0000,30,,Good
8a858f6c5a37e2a3015a3914d98f0578,301975866,5,2017-07-13 11:13:53.000000,2017-07-13 10:13:47.000000,10000.0000,13000.0000,30,,Bad
8a858f735b437619015b438c6b3626c8,301970870,4,2017-07-10 07:01:36.000000,2017-07-10 06:01:25.000000,15000.0000,18375.0000,30,,Good
8a858f7e5ba0189c015ba0ac3e254fe3,301965818,5,2017-07-06 05:16:11.000000,2017-07-06 04:16:06.000000,20000.0000,24500.0000,30,,Good
8a858f8e597cf3f40159837df1367cd9,301963489,4,2017-07-04 16:23:12.000000,2017-07-04 15:23:07.000000,20000.0000,24500.0000,30,,Good
8a858f965c6950da015c6ea724353a26,301987826,3,2017-07-20 15:46:36.000000,2017-07-20 14:46:29.000000,10000.0000,13000.0000,30,,Good
8a858f9c5a4817be015a48cd8369332b,301960915,6,2017-07-03 11:55:30.000000,2017-07-03 10:55:24.000000,10000.0000,13000.0000,30,,Good
8a858fa154e2912f0154e914a60a06b3,301998287,2,2017-07-27 08:26:14.000000,2017-07-27 07:25:07.000000,10000.0000,13000.0000,30,,Good
8a858fa95c695f85015c7806a0387faa,302001428,4,2017-07-28 22:17:21.000000,2017-07-28 21:17:13.000000,20000.0000,24500.0000,30,8a858e725c360240015c372f0894441b,Good
8a858fb65b2020b2015b2387b22b70d4,301975083,5,2017-07-12 19:21:17.000000,2017-07-12 18:20:08.000000,20000.0000,22250.0000,15,,Good
8a858fba5cd5feee015ce43abdad3d9f,302002272,2,2017-07-29 14:31:17.000000,2017-07-29 13:31:08.000000,10000.0000,11500.0000,15,,Good
8a858fc45d4233f2015d46edcac71b83,301999031,2,2017-07-27 16:03:06.000000,2017-07-27 15:03:00.000000,10000.0000,13000.0000,30,,Bad
8a858fcf5b39c3ba015b3ce36bad10a2,301997371,4,2017-07-26 16:58:16.000000,2017-07-26 15:57:03.000000,10000.0000,13000.0000,30,,Good
8a858fd75cac5e18015cac9407ee1e4a,301989482,2,2017-07-21 15:04:13.000000,2017-07-21 14:04:05.000000,10000.0000,13000.0000,30,8a85883353e2e4e40153eca57a9855c6,Good
8a858fea5b8c314d015b8c4fd9371600,301963485,4,2017-07-04 16:21:25.000000,2017-07-04 15:21:18.000000,20000.0000,24500.0000,30,,Good
8a858ff35c63d750015c65b799943098,301972530,2,2017-07-11 07:55:47.000000,2017-07-11 06:55:41.000000,10000.0000,13000.0000,30,8a858fba5c1b5c10015c1b6bce4a075a,Good
8a858ffd5c8d343d015c92886a4b7724,301971528,2,2017-07-10 14:11:37.000000,2017-07-10 13:11:31.000000,10000.0000,13000.0000,30,,Bad
8a858e165b90faf9015b9ed99b3e0c2d,301974119,4,2017-07-12 08:12:12.000000,2017-07-12 07:12:05.000000,10000.0000,13000.0000,30,,Bad
8a858e725c3ae262015c3dfc23de0ccf,302001650,3,2017-07-29 06:35:03.000000,2017-07-29 05:34:55.000000,10000.0000,13000.0000,30,8a858e6a5bfd4b54015c0297d9ee75fb,Bad
